nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
36043,Restaurant Foods,"CARRABBA'S ITALIAN GRILL,LASAGNE",63.72,191,10.48,12.36,1.3,2.77,524,4.366,31
36044,Restaurant Foods,"ON THE BORDER,MEXICAN RICE",55.2,195,3.56,34.15,1.1,1.38,677,0.886,0
36045,Restaurant Foods,"ON THE BORDER,REFRIED BNS",68.17,144,7.3,17.52,8.2,0.84,378,1.819,6
36046,Restaurant Foods,"RESTAURANT,ITALIAN,SPAGHETTI W/ POMODORO SAU (NO MEAT)",75.56,104,3.9,17.77,1.7,1.82,191,0.366,0
36047,Restaurant Foods,"OLIVE GARDEN,SPAGHETTI W/ POMODORO SAU",75.92,102,4.26,17.14,1.7,1.77,183,0.336,0
36048,Restaurant Foods,"CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ POMODORO SAU",75.25,104,3.42,18.63,1.7,1.87,218,0.36,0
36049,Restaurant Foods,"ON THE BORDER,CHS ENCHILADA",51.82,271,11.67,16.2,1.8,2.89,561,7.52,41
36050,Restaurant Foods,"RESTAURANT,MEXICAN,CHS ENCHILADA",52.38,273,11.24,15.45,1.9,2.6,528,8.365,42
36051,Restaurant Foods,"ON THE BORDER,CHS QUESADILLA",30.31,394,16.87,24.25,2.2,2.04,677,12.976,59
36052,Restaurant Foods,"RESTAURANT,MEXICAN,CHS QUESADILLA",33.75,368,15.93,24.11,1.7,2.21,701,11.559,52
36053,Restaurant Foods,"CARRABBA'S ITALIAN GRILL,CHS RAVIOLI W/ MARINARA SAU",66.8,156,7.96,17.62,1.4,4.15,371,2.817,30
36054,Restaurant Foods,"OLIVE GARDEN,CHS RAVIOLI W/ MARINARA SAU",65.96,159,7.44,19.64,1.1,4.85,269,2.531,23
36055,Restaurant Foods,"RESTAURANT,ITALIAN,CHS RAVIOLI W/ MARINARA SAU",67.29,154,7.07,18.5,1.2,4.5,306,2.556,26
36056,Restaurant Foods,"RESTAURANT,MEXICAN,CHS TAMALES",59.1,216,8.99,17.97,2.2,1.23,503,3.983,30
36057,Restaurant Foods,"CARRABBA'S ITALIAN GRILL,CHICK PARMESAN WO/ CAVATAPPI PASTA",59.88,206,19,7.8,0.9,2.89,467,3.517,67
36058,Restaurant Foods,"OLIVE GARDEN,CHICK PARMIGIANA WO/ PASTA",58.62,211,15.33,12.28,0.9,2.68,625,2.113,40
36059,Restaurant Foods,"RESTAURANT,ITALIAN,CHICK PARMESAN WO/ PASTA",59.88,204,16.17,10.92,0.9,2.79,536,2.55,54
36060,Restaurant Foods,"ON THE BORDER,SOFT TACO W/ GROUND BF,CHS & LETTUCE",53.83,229,13.19,19.28,1.8,1.84,646,4.848,30
36061,Restaurant Foods,"RESTAURANT,MEXICAN,SOFT TACO W/ GROUND BF,CHS & LETTUCE",56.5,219,12.56,17.92,1.5,2.39,509,4.486,34
36401,Restaurant Foods,"RESTAURANT,LATINO,CHICK & RICE,ENTREE,PREP",61.12,174,12.02,20.03,1.2,0.55,518,1.101,36
36403,Restaurant Foods,"RESTAURANT,LATINO,EMPANADAS,BF,PREP",37.5,335,11.31,31.19,2,1.84,440,5.156,26
36404,Restaurant Foods,"RESTAURANT,LATINO,ARROZ CON LECHE (RICE PUDDING)",67.39,146,3.2,24.92,0.5,15.26,106,1.899,8
36409,Restaurant Foods,"RESTAURANT,LATINO,PUPUSAS CON QUESO (PUPUSAS,CHEESE)",50.36,256,11.72,22.39,2.9,1.2,400,6.479,32
36410,Restaurant Foods,"RESTAURANT,LATINO,PUPUSAS DEL CERDO (PUPUSAS,PORK)",53.12,232,11.51,23.02,2.6,1.45,426,3.166,29
36411,Restaurant Foods,"RESTAURANT,LATINO,TAMALE,CORN",61.32,186,3.48,26.68,3.2,7.42,277,2.629,17
36412,Restaurant Foods,"RESTAURANT,LATINO,TAMALE,PORK",66.03,174,7.35,15.75,2.4,0.46,473,2.692,20
36413,Restaurant Foods,"RESTAURANT,LATINO,BLACK BEAN SOUP",75.91,103,5.1,14.79,4.9,0.89,311,0.535,1
36415,Restaurant Foods,"RESTAURANT,LATINO,AREPA (UNLEAVENED CORNMEAL BREAD)",50.8,219,5.48,37.14,2.6,0.87,270,2.902,5
36417,Restaurant Foods,"RESTAURANT,MEXICAN,SPANISH RICE",58.54,185,3.28,31.16,1.2,1.3,528,1.005,0
36418,Restaurant Foods,"RESTAURANT,MEXICAN,REFRIED BNS",67.57,156,6.91,16.79,8,0.78,376,1.84,5
36602,Restaurant Foods,"RESTAURANT,CHINESE,FRIED RICE,WO/ MEAT",59.09,174,4.05,32.79,1.1,0.56,387,0.54,18
36603,Restaurant Foods,"RESTAURANT,CHINESE,BF & VEG",78.82,105,7.08,7.29,1.5,2.41,409,0.978,14
36604,Restaurant Foods,"CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED,FRM KID'S MENU",42.61,294,18.67,20.24,1,0.19,871,2.83,42
36607,Restaurant Foods,"CRACKER BARREL,STEAK FRIES",51.32,255,3.26,30.87,3.5,0.86,43,2.369,0
36609,Restaurant Foods,"CRACKER BARREL,MACARONI N' CHS PLATE,FROM KID'S MENU",64.8,192,6.46,15.58,0.7,2.83,374,4.197,16
36610,Restaurant Foods,"DENNY'S,FRENCH FR",46.05,282,3.41,35.2,3.5,0.85,44,2.534,0
36611,Restaurant Foods,"DENNY'S,MOZZARELLA CHS STKS",37.63,324,13.56,27.22,1.6,2.83,1008,6.643,32
36612,Restaurant Foods,"DENNY'S,GOLDEN FRIED SHRIMP",41.05,319,13.88,20.93,1.5,0.75,1400,3.515,83
36613,Restaurant Foods,"DENNY'S,MACARONI & CHS,FROM KID'S MENU",67.38,150,5.19,21.16,1.2,4.2,300,1.384,7
36614,Restaurant Foods,"DENNY'S,CHICK NUGGETS,STAR SHAPED,FROM KID'S MENU",39.25,377,16.27,13.59,0.8,0,644,5.606,57
36617,Restaurant Foods,"RESTAURANT,CHINESE,LEMON CHICK",52.69,252,11.87,20.61,1,8.18,252,2.033,32
36618,Restaurant Foods,"RESTAURANT,CHINESE,GENERAL TSO'S CHICK",45.15,295,12.9,23.99,0.9,11.6,435,2.76,53
36619,Restaurant Foods,"RESTAURANT,CHINESE,KUNG PAO CHICK",74.78,129,9.76,6.87,1.5,3.03,402,1.352,26
36620,Restaurant Foods,"RESTAURANT,CHINESE,SHRIMP & VEG",84.06,78,5.9,4.52,1.4,2.16,375,0.633,36
36621,Restaurant Foods,"RESTAURANT,CHINESE,SWT & SOUR CHICK",52.17,250,10.1,23.86,1,11.47,246,1.933,27
36622,Restaurant Foods,"RESTAURANT,CHINESE,SWT & SOUR PORK",50.84,270,8.91,23.34,1,10.34,304,2.68,24
36623,Restaurant Foods,"RESTAURANT,CHINESE,CHICK CHOW MEIN",81.01,85,6.76,8.29,1,1.74,311,0.49,16
36624,Restaurant Foods,"RESTAURANT,CHINESE,VEG CHOW MEIN,WO/ MEAT OR NOODLES",90.08,43,1.34,5.74,1.2,2.63,344,0.293,0
36625,Restaurant Foods,"RESTAURANT,CHINESE,VEG LO MEIN,WO/ MEAT",71.33,121,4.77,20.16,1.3,2.63,430,0.464,0
36626,Restaurant Foods,"RESTAURANT,CHINESE,CHICK & VEG",80.24,95,8.18,5.38,0.9,2.93,413,0.77,21
36629,Restaurant Foods,"RESTAURANT,CHINESE,ORANGE CHICK",48.43,262,14.46,22.46,0.8,13.6,553,2.422,61
36630,Restaurant Foods,"RESTAURANT,ITALIAN,SPAGHETTI W/ MEAT SAU",73.16,121,5.79,16.4,1.6,1.82,230,1.062,9
36631,Restaurant Foods,"OLIVE GARDEN,SPAGHETTI W/ MEAT SAU",72.75,121,5.8,17.19,1.7,1.67,209,1.024,8
36632,Restaurant Foods,"CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ MEAT SAU",73.32,122,5.87,15.71,1.5,1.96,270,1.1,9
42040,Sweets,"SYRUPS,GRENADINE",32.4,268,0,66.91,0,46.55,27,0,0
42055,Beverages,"FRUIT-FLAVORED DRK,DRY PDR MIX,LO CAL,W/ ASPRT",1.84,218,0.45,87.38,0.1,0,404,0,0
42074,Sweets,"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD",56.2,221,6.4,26.11,0.8,8.52,104,5.528,10
42131,Sweets,"MILK DSSRT,FRZ,MILK-FAT FREE,CHOC",56,167,4.3,37.7,0,37.7,97,0.597,0
42139,Snacks,"GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER",3.2,536,9.6,54.1,3.8,23.63,193,17.065,12
42148,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES",2,529,10.16,56.89,4,47.15,213,18.485,7
42183,Sweets,"CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS",2.2,550,7.3,56,3,53,266,4.962,6
42185,Sweets,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR",73.5,107,4.4,19.7,2,12.61,81,0.505,4
42186,Sweets,"FROZEN YOGURTS,CHOC",71.2,127,3,21.6,2.3,19.24,63,2.272,13
42187,Sweets,"FROZEN YOGURTS,FLAVORS OTHER THAN CHOC",71.2,127,3,21.6,0,19.92,63,2.326,13
42196,Sweets,"CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR",7.2,443,3.2,71.22,2.9,57.81,168,11.474,10
42204,Snacks,"RICE CAKE,CRACKER (INCL HAIN MINI RICE CAKES)",5.8,392,7.1,81.1,4.2,0.88,71,0.875,0
42227,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES",2.52,522,7.53,60.5,5.6,49.22,45,9.435,8
42259,Snacks,"SNACKS,POPCORN,HOME-PREPARED,OIL-POPPED,UNSALTED",2.8,500,9,58.1,10,0.54,3,5.05,0
42270,Beverages,ORANGE JUICE DRINK,86.2,54,0.2,13.41,0.2,9.36,2,0,0
42272,Snacks,"GRANOLA BAR,W/COCNT,CHOC COATD",6.1,531,5.2,55.2,6.2,34.27,152,22.72,0
42281,Sweets,"GUMS,SD GUMS (INCL LOCUST BEAN,GUAR)",15,332,4.6,77.3,77.3,0,125,0.06,0
42283,Snacks,"POTATO CHIPS,WHITE,RESTRUCTURED,BKD",1.4,469,5,71.4,4.8,5.01,554,2.631,0
43026,Sweets,"SYRUPS,DIETETIC",50,40,0.8,49.2,3,0.01,21,0,0
43028,Sweets,"JAMS & PRESERVES,DIETETIC (WITH NA SACCHARIN),ANY FLAVOR",45.8,132,0.3,53.6,2.5,37.81,0,0.016,0
43031,Sweets,"CANDIES,CHOC COVERED,CARAMEL W/NUTS",6.1,470,9.5,60.67,4.3,41.35,156,4.657,0
43046,Sweets,"CANDIES,NOUGAT,W/ ALMONDS",2.15,398,3.33,92.39,3.3,44.97,33,1.667,0
43057,Sweets,"CANDIES,GUM DROPS,DIETETIC OR LO CAL (SORBITOL)",11.7,162,0,88,18,70,7,0.034,0
43058,Sweets,"CANDIES,HARD,DIETETIC OR LO CAL (SORBITOL)",1.4,394,0,98.6,0,0,0,0,0
43060,Sweets,"CHEWING GUM,SUGARLESS",3.5,268,0,94.8,2.4,0,7,0.058,0
43098,Sweets,"PIE FILLINGS,CHERRY,LO CAL",86.76,53,0.82,11.98,1.2,9.15,12,0,0
43100,Snacks,"BREAKFAST BARS,OATS,SUGAR,RAISINS,COCNT (INCL GRANOLA BAR)",4.1,464,9.8,66.7,3.1,27.52,251,12.69,0
43109,Snacks,"PRETZELS,SOFT",15,338,8.2,69.39,1.7,0.25,545,0.695,0
43154,Beverages,"ALCOHOLIC BEV,WINE,COOKING",88.9,50,0.5,6.3,0,1.55,626,0,0
43155,Beverages,"ALCOHOLIC BEV,WINE,LT",92.23,49,0.07,1.17,0,1.15,7,0,0
43158,Sweets,"SWEETENERS,TABLETOP,SACCHARIN (SODIUM SACCHARIN)",8.75,360,0.94,89.11,0,85.19,428,0,0
43216,Sweets,"SWEETENERS,TABLETOP,FRUCTOSE,DRY,PDR",0,368,0,100,0,92.7,12,0,0
43345,Beverages,"FRUIT-FLAVORED DRK,PDR,W/ HI VIT C W/ OTHER ADDED VIT,LO CAL",1.32,227,0.25,91,2.2,0,14,0.01,0
43346,Sweets,"FROZEN NOVELTIES,JUC TYPE,ORANGE",76.1,95,0.5,23.17,0.1,19.99,8,0,0
43364,Snacks,"SNACKS,TORTILLA CHIPS,UNSALTED,WHITE CORN",2.09,503,7.79,65.32,5.3,1,15,2.458,0
43369,Beverages,"CHOCOLATE-FLAVORED DRK,WHEY&MILK BSD",87.63,49,0.64,10.68,0.6,8.68,91,0.31,0
43401,Beverages,"COFFEE,DRY,PDR,W/ WHTNR,RED CAL",6.16,509,1.96,59.94,0.5,59,0,25.128,0
43404,Beverages,"CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C",95.2,19,0.1,4.7,0.1,4.6,5,0,0
43441,Baked Products,"ROLLS,PUMPERNICKEL",32,277,10.8,52.8,5.4,0.4,492,0.495,0
43447,Snacks,"SNACKS,CORN-BASED,EXTRUDED,CHIPS,UNSALTED",1,557,6.6,57.4,4.4,1.41,15,4.344,0
43450,Sweets,"FROZEN NOVELTIES,JUC TYPE,JUC W/ CRM",72.57,115,1.41,24.11,0.1,20.61,42,0.705,7
43479,Beverages,"ALCOHOLIC BEV,RICE (SAKE)",78.4,134,0.5,5,0,0,2,0,0
43506,Sweets,"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS",43.1,323,4.4,30.9,0.6,30,92,12.658,1
43514,Sweets,"FROZEN NOVELTIES,ICE TYPE,POP,W/ LO CAL SWTNR",94.03,24,0,5.92,0,1.52,10,0,0
43528,Beverages,"BEVERAGES,ABBOTT,ENSURE PLUS,RTD",69.84,141,5.16,19.88,0,8.33,95,0.574,2
43541,Sweets,"ICE CREAMS,CHOC,RICH",57.52,251,4.72,19.78,0.9,17.35,57,10.377,60
43566,Snacks,"SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)",1.3,465,8.7,73.4,5.7,0.53,564,2.837,0
43572,Snacks,"POPCORN,MICROWAVE,LOFAT&NA",2.8,429,12.6,73.39,14.2,0.54,490,1.415,0
43595,Snacks,"BREAKFAST BAR,CORN FLAKE CRUST W/FRUIT",14.5,377,4.4,72.9,2.1,35.1,297,1.5,0
44018,Sweets,"SWEETENERS,TABLETOP,FRUCTOSE,LIQ",23.9,279,0,76.1,0.1,76,2,0,0
44061,Sweets,"PUDDINGS,CHOC FLAVOR,LO CAL,INST,DRY MIX",4.2,356,5.3,78.2,6.1,0.7,2838,0.984,0
44110,Sweets,"JELLIES,RED SUGAR,HOME PRESERVED",53,179,0.3,46.1,0.8,45.3,2,0.009,0
44158,Sweets,"PIE FILLINGS,BLUEBERRY,CND",54.66,181,0.41,44.38,2.6,37.75,12,0,0
44203,Beverages,"COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ",28.24,287,0.08,71.6,0,24.53,0,0.003,0
44258,Sweets,"PUDDINGS,CHOC FLAVOR,LO CAL,REG,DRY MIX",6.8,365,10.08,74.42,10.1,0.7,3326,1.578,0
44259,Sweets,"PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,REG,DRY MIX",10.4,351,1.6,86.04,0.9,2.9,1765,0.018,0
44260,Sweets,"PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,INST,DRY MIX",6.84,350,0.81,84.66,0.8,0.9,3750,0.099,0
90480,Sweets,"SYRUP,CANE",26,269,0,73.14,0,73.2,58,0,0
