nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
8510,Snacks,MILK & CRL BAR,8.69,413,6.47,72.05,0.4,45.97,319,9.114,6
8546,Snacks,RICE & WHEAT CRL BAR,7.5,409,9.09,72.73,1.8,31.8,500,0,0
14003,Beverages,"ALCOHOLIC BEV,BEER,REG,ALL",91.96,43,0.46,3.55,0,0,4,0,0
14006,Beverages,"ALCOHOLIC BEV,BEER,LT",94.88,29,0.24,1.64,0,0.09,4,0,0
14010,Beverages,"ALCOHOLIC BEV,DAIQUIRI,PREPARED-FROM-RECIPE",69.74,186,0.06,6.94,0.1,5.58,5,0.006,0
14016,Beverages,"BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD",91.8,38,0.42,6.59,0.4,6.25,63,0,0
14017,Beverages,"ALCOHOLIC BEV,PINA COLADA,PREPARED-FROM-RECIPE",64.99,174,0.42,22.66,0.3,22.33,6,1.636,0
14021,Beverages,"BEVERAGES,ENERGY DRK,CITRUS",88.45,45,0,11.27,0,10.42,10,0,0
14022,Beverages,"BEVERAGES,MONSTER ENERGY DRK,LO CARB",98.35,5,0,1.38,0,1.38,75,0,0
14024,Beverages,"WHISKEY SOUR MIX,PDR",0.6,383,0.6,97.3,0,97.3,274,0.019,0
14025,Beverages,"ALCOHOLIC BEV,WHISKEY SOUR,PREP W/ H2O,WHISKEY & PDR MIX",69.15,164,0.1,15.85,0,15.81,47,0.003,0
14026,Beverages,"BEVERAGES,ENERGY DRK,SUGAR-FREE W/ GUARANA",98.35,4,0,1.03,0,0,85,0,0
14028,Beverages,"WHISKEY SOUR MIX,BTLD",78.2,87,0.1,21.4,0,21.4,102,0.008,0
14029,Beverages,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028",72.44,153,0.06,12.82,0,12.78,61,0.005,0
14030,Beverages,"BEVERAGES,ENERGY DRK,ORIGINAL,GRAPE,LOADED CHERRY, CITRUS",88.45,44,0,11.25,0,11.25,85,0,0
14031,Beverages,"BEVERAGES,H2O,BTLD,YUMBERRY,POMEGRANATE W/ ANTI-OXIDANTS",98.75,5,0,1.25,0,0,10,0,0
14033,Beverages,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR",6.61,385,66.67,17.95,0,5.13,385,2.564,205
14034,Beverages,"ALCOHOLIC BEV,CREME DE MENTHE,72 PROOF",28.3,371,0,41.6,0,41.6,5,0.014,0
14035,Beverages,"BEVERAGES,ABBOTT,EAS SOY PROT PDR",2.83,405,47.62,43.94,0,40.48,452,0,0
14036,Beverages,"BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD",88.8,49,5.87,2.06,0.2,0.78,95,0.221,2
14037,Beverages,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 80 PROOF",66.6,231,0,0,0,0,1,0,0
14038,Beverages,"BEVERAGES,OCEAN SPRAY,CRAN-ENERGY,CRANBERRY ENERGY JUC DRK",96.18,15,0,3.75,0,3.75,21,0,0
14041,Beverages,"BEVERAGES,NESTLE,BOOST PLUS,NUTRITIONAL DRK,RTD",71.1,138,5.38,17.29,1.2,8.46,77,0.42,4
14044,Beverages,"BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1",88.33,58,6.59,0.85,0.4,0.6,72,0.45,4
14045,Beverages,"BEVERAGES,UNILEVER,SLIMFAST,MEAL REPLCMNT,REG,RTD,3-2-1 PLAN",85.69,57,3.32,7.74,1.6,5.95,68,0.54,3
14047,Beverages,"BEVERAGES,UNILEVER,SLIMFAST SHAKE MIX,PDR,3-2-1 PLAN",1.99,379,8.13,66.99,18.1,38.02,472,1.45,5
14049,Beverages,"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF",62.1,263,0,0,0,0,2,0,0
14050,Beverages,"ALCOHOLIC BEV,DISTILLED,RUM,80 PROOF",66.6,231,0,0,0,0,1,0,0
14051,Beverages,"ALCOHOLIC BEV,DISTILLED,VODKA,80 PROOF",66.6,231,0,0,0,0,1,0,0
14052,Beverages,"ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF",63.9,250,0,0.1,0,0.1,0,0,0
14054,Beverages,"BEVERAGES,ALMOND MILK,CHOC,RTD",88.43,50,0.63,9.38,0.4,8.75,71,0,0
14055,Beverages,"BEVERAGES,UNILEVER,SLIMFAST SHAKE MIX,HI PROT,PDR,3-2-1 PLAN",6.05,368,27.87,47.48,18.2,20.59,495,1.237,6
14057,Beverages,"ALCOHOLIC BEV,WINE,DSSRT,SWT",70.51,160,0.2,13.69,0,7.78,9,0,0
14058,Beverages,"BEVERAGES,WHEY PROT PDR ISOLATE",0.86,359,58.14,29.07,0,1.16,372,0.581,12
14059,Beverages,"BEVERAGES,KELLOGG'S,SPL K PROT SHAKE",84.5,64,3.2,9.2,1.7,5.95,73,0.208,4
14060,Beverages,"BEVERAGES,ENERGY DRK W/ CARB H2O & HI FRUCTOSE CORN SYRUP",84.52,62,0.42,15,0,13.75,48,0,0
14061,Beverages,"BEVERAGES,ENERGY DRK,SUGAR FREE",99.11,4,0.42,0.42,0,0,42,0,0
14062,Beverages,"BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD",76.2,105,3.8,16.88,0,9.7,84,0.422,2
14063,Beverages,"BEVERAGES,CHOC PDR,NO SUGAR ADDED",7.4,373,9.09,63.64,9.1,27.27,636,4.545,0
14064,Beverages,"BEVERAGES,ORANGE JUC,LT,NO PULP",94.19,21,0.21,5.42,0,4.17,4,0,0
14065,Beverages,"BEVERAGES,HI-C FLASHIN' FRUIT PUNCH",87.49,45,0,12.5,0,12.5,8,0,0
14066,Beverages,"BEVERAGES,PROT PDR WHEY BSD",3.44,352,78.13,6.25,3.1,0,156,0.781,16
14067,Beverages,"BEVERAGES,PROT PDR SOY BSD",4.13,388,55.56,28.89,6.7,22.22,733,1.111,0
14068,Beverages,"BEVERAGES,KELLOGG'S SPL K20,PROT H2O MIX",3.95,380,35.2,58.4,37.5,2,280,0.236,4
14073,Beverages,"BEVERAGES,ZEVIA,COLA",98.36,0,0,1.13,0,0,6,0,0
14074,Beverages,"BEVERAGES,ZEVIA,COLA,CAFFEINE FREE",98.87,0,0,1.13,0,0,6,0,0
14075,Beverages,"BEVERAGES,H2O,BTLD,NATURALLY SPARKLING (CARBONATED),MINERAL",99.95,0,0,0,0,0,13,0,0
14076,Beverages,"BEVERAGES,ICELANDIC,GLACIAL NAT SPRING H2O",100,0,0,0,0,0,1,0,0
14080,Beverages,"BEVERAGES,NESTLE,OVALTINE,RICH CHOC,PDR",1.28,364,0,92.96,0,81.82,636,0,0
14083,Beverages,"BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK",86.95,49,3.25,8.64,0,7.77,77,0.112,2
14084,Beverages,"ALCOHOLIC BEV,WINE,TABLE,ALL",86.58,83,0.07,2.72,0,0.79,5,0,0
14086,Beverages,"V8 SPLASH SMOOTHIES,PEACH MANGO",87.2,37,1.22,7.76,0,7.35,29,0,0
14087,Beverages,"V8 SPLASH SMOOTHIES,STRAWBERRY BANANA",86.5,37,1.22,8.16,0,7.35,29,0,0
14088,Beverages,"V8 SPLASH SMOOTHIES,TROPICAL COLADA",86.7,41,1.22,8.54,0.4,7.32,20,0,0
14090,Beverages,"BEVERAGES,COCNT H2O,RTD",95.03,18,0.22,4.24,0,3.92,26,0,0
14096,Beverages,"ALCOHOLIC BEV,WINE,TABLE,RED",86.49,85,0.07,2.61,0,0.62,4,0,0
14106,Beverages,"ALCOHOLIC BEV,WINE,TABLE,WHITE",86.86,82,0.07,2.6,0,0.96,5,0,0
14119,Beverages,"MIXED VEG & FRUIT JUC DRK,W/ ADDED NUTR",92.34,29,0.04,7.47,0,2.1,21,0,0
14121,Beverages,"CARBONATED BEV,CLUB SODA",99.9,0,0,0,0,0,21,0,0
14130,Beverages,"CARBONATED BEV,CRM SODA",86.7,51,0,13.3,0,13.3,12,0,0
14136,Beverages,"CARBONATED BEV,GINGER ALE",91.23,34,0,8.77,0,8.7,7,0,0
14143,Beverages,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",99.8,0,0.1,0,0,0,6,0,0
14144,Beverages,"CARBONATED BEV,LEMON-LIME SODA,NO CAFFEINE",89.49,41,0.09,10.42,0,10.38,10,0,0
14145,Beverages,"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE",89.78,40,0.05,10.14,0,8.98,9,0,0
14146,Beverages,"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN",99.74,1,0.12,0.12,0,0,4,0,0
14147,Beverages,"CARBONATED BEV,COLA,WO/CAFFEINE",89.62,41,0,10.58,0,10.58,4,0,0
14148,Beverages,"CARBONATED BEV,COLA",89.62,41,0,10.58,0,10.75,4,0,0
14149,Beverages,"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",94.78,20,0,5.16,0,5.16,4,0,0
14151,Beverages,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",99.8,0,0.1,0,0,0,6,0,0
14154,Beverages,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",88.45,45,0.25,10.94,0,10.06,83,0,0
14155,Beverages,"CARBONATED BEV,TONIC H2O",91.1,34,0,8.8,0,8.8,12,0,0
14156,Beverages,"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12",98.35,5,0.25,0.7,0,0,83,0,0
14157,Beverages,"CARBONATED BEV,ROOT BEER",89.3,41,0,10.6,0,10.6,13,0,0
14166,Beverages,"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN",99.8,0,0,0.1,0,0,16,0,0
14181,Beverages,CHOCOLATE SYRUP,31,279,2.1,65.1,2.6,49.65,72,0.519,0
14182,Beverages,"CHOCOLATE SYRUP,PREP W/ WHL MILK",80.51,90,3.07,12.78,0.3,11.31,47,1.681,9
14187,Beverages,"CLAM&TOMATO JUC,CND",87.4,48,0.6,10.95,0.4,3.31,362,0,0
14192,Beverages,"COCOA MIX,PDR",1.5,398,6.67,83.73,3.7,65.55,504,2.377,0
14194,Beverages,"COCOA MIX,PDR,PREP W/ H2O",86.34,55,0.92,11.54,0.5,9.03,73,0.328,0
14195,Beverages,"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS",4.18,400,2.8,75,3.7,65,800,15,0
14196,Beverages,"COCOA MIX,NO SUGAR ADDED,PDR",3.4,377,15.49,71.93,7.5,37.65,876,1.777,0
14197,Beverages,"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX",3.73,400,3,75,4,60,850,10,0
14201,Beverages,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED",99.3,0,0.1,0,0,0,2,0.002,0
14202,Beverages,"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",97.8,9,0.1,1.69,0,0,14,0.092,0
14203,Beverages,"COFFEE,INST,REG,PDR,HALF THE CAFFEINE",3.1,352,14.42,73.18,0,0,37,0.197,0
14204,Beverages,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",3.1,440,9,71.4,4.8,34.98,500,11.376,0
14209,Beverages,"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O",99.39,1,0.12,0,0,0,2,0.002,0
14210,Beverages,"COFFEE,BREWED,ESPRESSO,REST-PREP",97.8,9,0.12,1.67,0,0,14,0.092,0
14214,Beverages,"COFFEE,INST,REG,PDR",3.1,353,12.2,75.4,0,0,37,0.197,0
14215,Beverages,"COFFEE,INST,REG,PREP W/H2O",99.09,2,0.1,0.34,0,0,4,0.002,0
14218,Beverages,"COFFEE,INST,DECAFFEINATED,PDR",3.2,351,11.6,76,0,0,23,0.101,0
14219,Beverages,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",98.93,2,0.12,0.43,0,0,4,0.001,0
14223,Beverages,"COFFEE,INST,W/ CHICORY,PREP W/ H2O",98.94,3,0.09,0.75,0,0,7,0.001,0
14224,Beverages,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",1.7,460,5.29,74.04,1.9,58.2,317,4.934,0
14236,Beverages,"COFFEE SUB,CRL GRAIN BEV,PDR",7.99,360,6.01,78.42,23.3,4.63,83,0.603,0
14237,Beverages,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",98.37,6,0.1,1.3,0.4,0.08,5,0.01,0
14238,Beverages,"CRANBERRY-APPLE JUC DRK,BTLD",83.78,63,0,15.85,0,14.5,2,0.013,0
14242,Beverages,"CRANBERRY JUC COCKTAIL,BTLD",86.17,54,0,13.52,0,11.87,2,0.009,0
14243,Beverages,"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",95.2,19,0.02,4.6,0,4.59,3,0,0
14245,Beverages,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",79.16,95,2.93,14.2,0,12.66,55,1.701,11
14262,Beverages,"CITRUS FRUIT JUC DRK,FRZ CONC",57.4,162,1.2,40.2,0.2,28.63,3,0.007,0
14263,Beverages,"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",87.83,46,0.34,11.42,0.1,8.13,4,0.002,0
14264,Beverages,"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",87.97,48,0,11.97,0,11.29,10,0,0
14267,Beverages,"FRUIT PUNCH DRK,W/ ADDED NUTR,CND",87.97,47,0,11.94,0.2,11.29,38,0,0
14269,Beverages,"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",88.15,46,0.06,11.66,0.1,0,5,0.001,0
14277,Beverages,"GRAPE DRINK,CANNED",84.2,61,0,15.72,0,13.06,16,0,0
14282,Beverages,"GRAPE JUICE DRINK,CANNED",85.3,57,0,14.55,0.1,14.11,9,0,0
14287,Beverages,"LEMONADE,POWDER",1.43,376,0,97.57,0.4,94.7,51,0.151,0
14288,Beverages,"LEMONADE,PDR,PREP W/H2O",96.26,14,0,3.59,0,3.5,6,0,0
14292,Beverages,"LEMONADE,FRZ CONC,WHITE",49.06,196,0.22,49.89,0.3,44.46,7,0.025,0
14293,Beverages,"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",89.35,40,0.07,10.42,0,9.98,4,0.006,0
14296,Beverages,"LEMONADE-FLAVOR DRK,PDR",0.52,380,0,97.9,0,97.15,130,0.183,0
14297,Beverages,"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",92.87,27,0,6.9,0,6.87,13,0,0
14303,Beverages,"LIMEADE,FRZ CONC,PREP W/H2O",86.08,52,0,13.79,0,13.27,3,0,0
14305,Beverages,"MALT BEV,INCL NON-ALCOHOLIC BEER",91.15,37,0.21,8.05,0,8.05,13,0.024,0
14309,Beverages,"BEVERAGES,OVALTINE,CLASSIC MALT PDR",1.43,372,0,93.33,0,63.64,636,0,0
14310,Beverages,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",81.49,86,3.67,10.67,0,8.37,72,1.83,11
14311,Beverages,"MALTED DRK MIX,NAT,PDR,HAS MILK",2,428,14.29,71.21,0.1,47.62,405,4.762,24
14312,Beverages,"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",81.4,88,3.86,10.23,0.1,9.56,79,2.039,12
14315,Beverages,"BEVERAGES,OVALTINE,CHOC MALT PDR",1.28,372,0,92.96,0,72.73,636,0,0
14316,Beverages,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",81.26,87,3.29,11.19,0.4,10.49,87,1.873,10
14317,Beverages,"MALTED DRK MIX,CHOC,PDR",1.3,411,5.1,86.94,4.8,66.67,190,2.381,1
14318,Beverages,"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",81.34,85,3.37,11.2,0.5,6.68,60,1.883,10
14323,Beverages,"ORANGE DRK,CND,W/ ADDED VIT C",87.47,49,0,12.34,0,11.03,3,0.002,0
14327,Beverages,"ORANGE&APRICOT JUC DRK,CND",86.7,51,0.3,12.7,0.1,12.06,2,0.01,0
14334,Beverages,"PINEAPPLE&GRAPEFRUIT JUC DRK,CND",87.9,47,0.2,11.6,0.1,11.52,14,0.006,0
14341,Beverages,"PINEAPPLE&ORANGE JUC DRK,CND",86.9,50,1.3,11.8,0.1,11.59,3,0,0
14347,Beverages,"SHAKE,FAST FOOD,VANILLA",69.65,148,3.37,19.59,0.9,13.63,81,3.962,23
14350,Beverages,"STRAWBERRY-FLAVOR BEV MIX,PDR",0.4,389,0.1,99.1,0,95.45,38,0,0
14352,Beverages,"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED",99.7,1,0,0.3,0,0,3,0.002,0
14353,Beverages,"TEA,INST,UNSWTND,PDR,DECAFFEINATED",5.09,315,20.21,58.66,8.5,5.53,72,0,0
14355,Beverages,"TEA,BLACK,BREWED,PREP W/ TAP H2O",99.7,1,0,0.3,0,0,3,0.002,0
14356,Beverages,"TEA,INST,SWTND W/ NON-NUTRSWTNR,LEMON-FLAVOR,PDR,DECAFFE",3.5,338,3.3,85.4,0,1.88,412,0,0
14357,Beverages,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",0.13,401,0.12,98.55,0,95.29,5,0.091,0
14366,Beverages,"TEA,INST,UNSWTND,PDR",5.09,315,20.21,58.66,8.5,5.53,72,0,0
14367,Beverages,"TEA,INST,UNSWTND,PDR,PREP",99.62,1,0.06,0.17,0,0.02,4,0,0
14368,Beverages,"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",4.3,345,7.4,78.52,5,4.52,55,0.047,0
14370,Beverages,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",0.13,401,0.12,98.55,0.7,95.29,5,0.097,0
14371,Beverages,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",91.18,35,0.01,8.61,0.1,8.33,2,0.008,0
14375,Beverages,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",3.5,338,3.3,85.4,0,1.88,412,0,0
14376,Beverages,"TEA,INST,SWTND W/ NON-NUTRITIVE SWTNR,LEMON-FLAVORED,PREP",99.41,2,0.02,0.44,0,0.01,6,0,0
14381,Beverages,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",99.7,1,0,0.2,0,0,1,0.002,0
14390,Beverages,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",92.38,29,1.21,5.61,0.6,2.93,72,0.139,0
14400,Beverages,"CARBONATED BEV,COLA,CONTAINS CAFFEINE,FAST-FOOD COLA",90.31,37,0.07,9.56,0,8.97,4,0,0
14406,Beverages,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",89.15,42,0.07,11.4,0,11.4,5,0.021,0
14407,Beverages,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",0.14,386,0,98.94,0.4,92.31,17,0,0
14408,Beverages,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",87.15,49,0,12.65,0.1,11.8,5,0,0
14409,Beverages,"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",1.8,217,3.6,85.9,3.8,2.6,81,0,0
14411,Beverages,"WATER,TAP,DRINKING",99.9,0,0,0,0,0,4,0,0
14414,Beverages,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",31,336,0.1,46.8,0,38.3,8,0.106,0
14415,Beverages,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",46.5,327,2.8,20.9,0,19.76,92,9.664,58
14416,Beverages,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",99.54,2,0.11,0.29,0,0,8,0,0
14422,Beverages,"DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR",12.8,329,25,51.4,9.4,32.94,659,1.871,24
14423,Beverages,"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",92.26,29,2.19,4.51,0.8,2.89,61,0.164,2
14424,Beverages,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",55.2,172,0.1,42.9,0.2,11.7,24,0.078,0
14425,Beverages,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O",87.18,49,0.03,12.21,0,11.91,10,0.022,0
14426,Beverages,"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",59.2,153,0.4,39,0.1,38.05,26,0.002,0
14427,Beverages,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",88.08,45,0.12,11.32,0,11.05,10,0.001,0
14429,Beverages,"WATER,TAP,MUNICIPAL",99.9,0,0,0,0,0,3,0,0
14430,Beverages,"CRANBERRY JUC COCKTAIL,FRZ CONC",48.4,201,0.05,51.45,0.2,42.5,4,0,0
14431,Beverages,"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",88.08,47,0.01,11.81,0,9.76,4,0,0
14436,Beverages,"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",85.4,53,0,13.2,0.1,8.02,54,0,0
14450,Beverages,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",2.51,388,0,94.11,0,80.5,63,0,0
14460,Beverages,"BEVERAGES,PEPSICO QUAKER,GATORADE,G PERFORMANCE O 2,RTD.",93.38,26,0,6.43,0,5.24,39,0,0
14461,Beverages,"BEVERAGES,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",91.91,32,0,7.84,0,6.11,42,0.008,0
14462,Beverages,"BEVERAGES,PROPEL ZERO,FRUIT-FLAVORED,NON-CARBONATED",98.78,5,0,1.14,0,0,33,0,0
14475,Beverages,"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",90.15,39,0,9.77,0,9.63,4,0,0
14476,Beverages,"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",91.06,35,0,8.81,0,8.69,21,0,0
14534,Beverages,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",41.4,308,0.1,32.2,0,32.2,8,0.106,0
14536,Beverages,"ALCOHOLIC BEV,WINE,DSSRT,DRY",72.53,152,0.2,11.67,0,1.09,9,0,0
14538,Beverages,"BEVE,COCA MIX,LO CAL,PDR,W/ ADD CA,P,ASPRT,WO/ ADD NA, VIT A",3.4,359,25.1,58,1.1,55.58,653,1.777,11
14541,Beverages,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",90.35,37,0,9.47,0,9.23,7,0.006,0
14542,Beverages,"LEMONADE,FRZ CONC,PINK",50.09,192,0.22,48.86,0.3,46.46,4,0.026,0
14543,Beverages,"LEMONADE,FRZ CONC,PINK,PREP W/H2O",88.88,43,0.05,10.81,0.1,10.28,4,0.006,0
14545,Beverages,"TEA,HERB,CHAMOMILE,BREWED",99.7,1,0,0.2,0,0,1,0,0
14550,Beverages,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",63.9,250,0,0.1,0,0,1,0,0
14551,Beverages,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",62.1,263,0,0,0,0,1,0,0
14552,Beverages,"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",89.2,42,0,10.7,0,10.7,4,0,0
14553,Beverages,"WINE,NON-ALCOHOLIC",98.2,6,0.5,1.1,0,1.1,7,0,0
14555,Beverages,"WATER,BTLD,GENERIC",99.98,0,0,0,0,0,2,0,0
14557,Beverages,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",1.1,400,4.55,90.28,4.5,81.82,136,2.273,0
14558,Beverages,"CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK",80.93,89,3.27,11.87,0.4,11.59,50,1.899,10
14599,Beverages,"BEVERAGES,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS",99.89,0,0,0,0,0,42,0,0
14604,Beverages,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",99.85,1,0,0.13,0,0,14,0,0
14605,Beverages,"BEV,H2O W/ ADDED VIT & MIN,BOTTLES,SWTND,AST FRUIT FLAVORS",94.44,22,0,5.49,0,5.49,0,0,0
14623,Beverages,"V8 V. FUSION JUICES,ACAI BERRY",88.4,45,0,10.98,0,10.57,28,0,0
14625,Beverages,"ENERGY DRK,AMP",87.3,46,0.25,12.08,0,12.08,27,0,0
14626,Beverages,"ENERGY DRK,FULL THROTTLE",87.3,46,0.25,12.08,0,12.08,35,0,0
14627,Beverages,"ENERGY DRK,MONSTER",88.45,42,0,11.25,0,11.25,75,0,0
14628,Beverages,"ENERGY DRK,AMP,SUGAR FREE",98.35,2,0,1.03,0,0,31,0,0
14629,Beverages,"ENERGY DRK,ROCKSTAR",87.08,58,0.34,12.7,0,12.26,16,0,0
14630,Beverages,"ENERGY DRK,ROCKSTAR,SUGAR FREE",98.35,4,0.25,0.7,0,0,52,0,0
14631,Beverages,"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS",4.89,413,7.5,79.05,4,38.9,3,2.086,0
14633,Beverages,"VEGETABLE & FRUIT JUC DRK,RED CAL,ADDED VIT C",98.78,4,0,1.1,0,0.63,14,0,0
14634,Beverages,"READY-TO-DRINK RED FAT MILK,FLAV & SWTND,W/CA,VIT A & VIT D",82.32,77,3.05,12.08,0.4,11.4,49,1.124,8
14635,Beverages,"BEVERAGES,VEG & FRUIT JUC BLEND,W/ ADDED VITAMINS A,C,E",88.4,46,0.3,11.15,0,10.37,29,0,0
14636,Beverages,"BEVERAGES,FRUIT JUC DRK,RED SUGAR,W/ VITAMIN E ADDED",87.58,39,0,10,0,9,2,0.008,0
14637,Beverages,"WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV",94.44,18,0,4.5,0,4.5,8,0,0
14639,Beverages,"RICE DRK,UNSWTND,W/ ADDED CA,VITAMINS A & D",89.28,47,0.28,9.17,0.3,5.28,39,0,0
14640,Beverages,"ENERGY DRK,VAULT,CITRUS FLAVOR",86.73,49,0,12.99,0,12.99,12,0,0
14641,Beverages,"ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR",98.35,1,0.25,0.7,0,0,14,0,0
14644,Beverages,"BEVERAGES,PEPSICO QUAKER,GATORADE G2,LO CAL",97.94,8,0.05,1.94,0,1.3,45,0,0
14645,Beverages,"FRUIT FLAV DRK,LESS THAN 3% JUC,NOT FORT W/ VIT C",83.87,64,0,16.03,0,15.85,36,0,0
14646,Beverages,"FRUIT FLAV DRK CONTAINING LESS THAN 3% FRUIT JUC,W/ HI VIT C",93.2,27,0,6.67,0,5,36,0,0
14647,Beverages,"FRUIT FLAV DRK,RED SUGAR,JUC,HI VIT C,ADDED CA",93,29,0,6.67,0,5,25,0,0
14648,Beverages,"FRUIT JUC DRK,OVER 3% FRUIT JUC,HI VIT C & ADDED THIAMIN",86.39,54,0.13,13.16,0.1,12.11,61,0,0
14649,Beverages,"HIBISCUS TEA,BREWED FROM CALYCES",99.58,0,0,0,0,0,4,0,0
